step,denied_requests,total_nodes_traversed,total_fragments
2836,531,13942,8071
2837,531,13942,8075
2838,531,13942,8079
2839,531,13954,8084
2840,531,13959,8089
2841,532,13959,8094
2842,532,13965,8099
2843,533,13965,8104
2844,533,13965,8108
2845,533,13985,8112
2846,534,13985,8116
2847,534,13985,8120
2848,534,14002,8125
2849,535,14002,8130
2850,536,14002,8135
2851,536,14002,8139
2852,536,14002,8142
2853,536,14002,8145
2854,536,14002,8148
2855,536,14016,8151
2856,536,14023,8154
2857,536,14023,8156
2858,536,14028,8158
2859,536,14028,8160
2860,536,14038,8162
2861,536,14046,8164
2862,536,14046,8166
2863,536,14057,8168
2864,537,14057,8170
2865,537,14077,8172
2866,537,14089,8174
2867,538,14089,8176
2868,538,14089,8178
2869,538,14089,8180
2870,538,14089,8182
2871,538,14096,8185
2872,538,14110,8189
2873,538,14114,8193
2874,538,14119,8197
2875,539,14119,8201
2876,540,14119,8205
2877,541,14119,8209
2878,541,14119,8213
2879,541,14133,8218
2880,542,14133,8223
2881,542,14133,8227
2882,543,14133,8231
2883,543,14133,8235
2884,543,14133,8239
2885,543,14139,8243
2886,543,14139,8247
2887,543,14139,8250
2888,543,14147,8254
2889,543,14148,8258
2890,543,14160,8262
2891,543,14182,8267
2892,544,14182,8272
2893,544,14182,8276
2894,544,14182,8279
2895,544,14199,8282
2896,544,14199,8284
2897,544,14214,8286
2898,544,14214,8288
2899,544,14216,8290
2900,544,14216,8292
2901,544,14231,8295
2902,544,14231,8297
2903,544,14249,8300
2904,544,14270,8304
2905,545,14270,8308
2906,545,14283,8312
2907,546,14283,8316
2908,547,14283,8320
2909,548,14283,8324
2910,548,14283,8328
2911,548,14295,8333
2912,548,14295,8338
2913,548,14295,8343
2914,548,14295,8347
2915,548,14310,8352
2916,548,14330,8357
2917,548,14330,8362
2918,548,14350,8367
2919,549,14350,8372
2920,549,14350,8377
2921,550,14350,8382
2922,550,14371,8388
2923,551,14371,8394
2924,551,14372,8401
2925,551,14372,8407
2926,552,14372,8413
2927,553,14372,8419
2928,554,14372,8425
2929,554,14372,8431
2930,554,14377,8438
2931,555,14377,8445
2932,555,14377,8452
2933,555,14377,8458
2934,555,14396,8464
2935,555,14398,8470
2936,556,14398,8476
2937,557,14398,8482
2938,557,14398,8487
2939,557,14398,8492
2940,557,14399,8498
2941,557,14399,8504
2942,557,14417,8510
2943,557,14422,8516
2944,557,14422,8521
2945,557,14422,8526
2946,557,14422,8531
2947,557,14422,8536
2948,557,14446,8541
2949,557,14446,8546
2950,557,14446,8551
2951,557,14468,8556
2952,557,14468,8561
2953,557,14468,8565
2954,557,14478,8569
2955,557,14484,8573
2956,557,14484,8576
2957,557,14491,8579
2958,557,14499,8582
2959,557,14499,8585
2960,557,14508,8588
2961,557,14515,8592
2962,557,14534,8596
2963,557,14554,8600
2964,557,14575,8604
2965,557,14575,8607
2966,557,14592,8610
2967,557,14592,8613
2968,557,14606,8616
2969,557,14629,8619
2970,557,14629,8622
2971,557,14647,8625
2972,557,14647,8628
2973,557,14652,8632
2974,557,14652,8636
2975,557,14668,8640
2976,557,14668,8644
2977,558,14668,8648
2978,558,14668,8651
2979,558,14668,8653
2980,558,14668,8655
2981,558,14673,8657
2982,558,14673,8658
2983,558,14673,8658
2984,558,14673,8658
2985,558,14675,8658
2986,558,14675,8658
2987,558,14675,8658
2988,558,14675,8658
2989,558,14675,8658
2990,558,14682,8658
2991,558,14692,8659
2992,558,14695,8660
2993,558,14699,8662
2994,558,14716,8664
2995,558,14723,8666
2996,558,14723,8668
2997,558,14723,8670
2998,558,14723,8672
2999,559,14723,8674
3000,559,14725,8677
3001,559,14734,8681
3002,559,14734,8684
3003,559,14734,8687
3004,559,14734,8690
3005,559,14752,8693
3006,559,14762,8696
3007,559,14764,8699
3008,559,14764,8702
3009,559,14776,8705
3010,559,14779,8709
3011,559,14779,8713
3012,559,14791,8717
3013,559,14814,8721
3014,559,14814,8724
3015,559,14833,8728
3016,559,14839,8732
3017,559,14839,8736
3018,559,14839,8739
3019,559,14854,8743
3020,560,14854,8747
3021,561,14854,8751
3022,562,14854,8755
3023,562,14854,8758
3024,562,14854,8761
3025,562,14857,8764
3026,562,14868,8767
3027,563,14868,8770
3028,563,14872,8774
3029,564,14872,8778
3030,565,14872,8782
3031,566,14872,8786
3032,566,14885,8791
3033,566,14885,8795
3034,566,14894,8799
3035,566,14894,8803
3036,566,14894,8807
3037,566,14906,8812
3038,567,14906,8817
3039,567,14906,8822
3040,567,14916,8827
3041,567,14917,8833
3042,567,14926,8839
3043,567,14926,8843
3044,567,14940,8848
3045,567,14940,8852
3046,567,14958,8856
3047,568,14958,8860
3048,568,14958,8864
3049,568,14967,8868
3050,569,14967,8872
3051,570,14967,8876
3052,571,14967,8880
3053,571,14967,8884
3054,571,14975,8889
3055,572,14975,8894
3056,572,14975,8899
3057,572,14997,8904
3058,573,14997,8909
3059,573,14997,8913
3060,573,14997,8917
3061,574,14997,8921
3062,574,14997,8924
3063,575,14997,8927
3064,575,14999,8930
3065,575,15009,8933
3066,576,15009,8936
3067,576,15009,8939
3068,576,15010,8942
3069,577,15010,8945
3070,577,15010,8948
3071,578,15010,8951
3072,578,15010,8954
3073,578,15010,8956
3074,578,15031,8958
3075,578,15031,8959
3076,578,15046,8960
3077,578,15049,8961
3078,578,15049,8961
3079,578,15061,8961
3080,578,15061,8961
3081,578,15081,8961
3082,578,15081,8961
3083,578,15087,8961
3084,578,15087,8961
3085,578,15098,8962
3086,578,15098,8963
3087,578,15098,8964
3088,578,15098,8964
3089,578,15098,8964
3090,578,15120,8965
3091,578,15120,8966
3092,578,15129,8967
3093,579,15129,8968
3094,579,15129,8968
3095,579,15133,8968
3096,579,15133,8968
3097,579,15144,8968
3098,579,15165,8969
3099,579,15165,8970
3100,579,15165,8971
3101,579,15184,8972
3102,579,15184,8973
3103,579,15185,8974
3104,579,15185,8975
3105,579,15187,8976
3106,579,15187,8977
3107,579,15193,8979
3108,580,15193,8981
3109,580,15196,8984
3110,580,15211,8987
3111,581,15211,8990
3112,581,15211,8993
3113,581,15222,8996
3114,581,15222,8999
3115,581,15222,9002
3116,581,15234,9005
3117,581,15234,9008
3118,581,15247,9012
3119,581,15247,9015
3120,581,15263,9018
3121,581,15285,9021
3122,581,15303,9024
3123,581,15322,9027
3124,581,15322,9029
3125,581,15326,9032
3126,581,15326,9035
3127,581,15326,9037
3128,581,15326,9039
3129,581,15326,9041
3130,581,15326,9043
3131,581,15326,9045
3132,581,15336,9048
3133,581,15336,9051
3134,581,15336,9053
3135,581,15346,9055
3136,581,15361,9057
3137,581,15361,9059
3138,581,15361,9061
3139,581,15361,9063
3140,581,15361,9065
3141,581,15363,9067
3142,581,15366,9070
3143,581,15374,9073
3144,581,15374,9076
3145,581,15392,9079
3146,581,15401,9083
3147,581,15414,9088
3148,581,15414,9092
3149,581,15431,9096
3150,581,15431,9100
3151,581,15443,9105
3152,581,15466,9110
3153,581,15466,9115
3154,581,15490,9120
3155,581,15515,9125
3156,581,15515,9130
3157,582,15515,9135
3158,582,15515,9139
3159,582,15540,9143
3160,582,15552,9148
3161,583,15552,9153
3162,583,15552,9157
3163,584,15552,9161
3164,584,15570,9166
3165,584,15570,9170
3166,584,15570,9174
3167,584,15589,9178
3168,585,15589,9182
3169,586,15589,9186
3170,587,15589,9190
3171,588,15589,9194
3172,588,15589,9198
3173,588,15589,9202
3174,588,15610,9206
3175,588,15610,9209
3176,588,15622,9212
3177,588,15622,9215
3178,588,15639,9218
3179,588,15647,9221
3180,589,15647,9224
3181,590,15647,9227
3182,590,15647,9230
3183,590,15656,9233
3184,590,15656,9236
3185,590,15680,9239
3186,590,15681,9242
3187,590,15681,9244
3188,590,15688,9246
3189,590,15690,9248
3190,590,15712,9251
3191,591,15712,9254
3192,591,15726,9258
3193,592,15726,9262
3194,592,15746,9266
3195,592,15746,9270
3196,592,15746,9274
3197,592,15746,9277
3198,592,15746,9280
3199,592,15764,9283
3200,592,15783,9286
3201,592,15804,9289
3202,592,15804,9292
3203,592,15804,9294
3204,592,15804,9296
3205,592,15804,9298
3206,592,15823,9301
3207,592,15827,9304
3208,592,15832,9308
3209,592,15832,9312
3210,592,15850,9316
3211,592,15876,9320
3212,592,15884,9324
3213,592,15893,9328
3214,592,15903,9332
3215,592,15903,9336
3216,592,15903,9339
3217,592,15903,9342
3218,593,15903,9345
3219,593,15903,9348
3220,594,15903,9351
3221,594,15903,9354
3222,594,15920,9358
3223,594,15920,9362
3224,594,15943,9366
3225,594,15953,9371
3226,594,15956,9376
3227,594,15956,9380
3228,594,15956,9383
3229,594,15956,9385
3230,594,15957,9387
3231,594,15981,9390
3232,594,15981,9393
3233,594,15985,9396
3234,594,15997,9399
3235,594,15997,9402
3236,594,15997,9405
3237,594,15997,9407
3238,594,15999,9409
3239,594,15999,9411
3240,594,16016,9414
3241,594,16026,9418
3242,595,16026,9422
3243,596,16026,9426
3244,596,16026,9429
3245,596,16042,9432
3246,596,16042,9434
3247,596,16042,9435
3248,596,16042,9436
3249,596,16042,9436
3250,596,16064,9436
3251,596,16083,9436
3252,596,16083,9436
3253,596,16083,9436
3254,596,16083,9436
3255,596,16091,9436
3256,596,16097,9436
3257,596,16097,9436
3258,596,16119,9437
3259,597,16119,9438
3260,597,16126,9439
3261,597,16129,9440
3262,597,16146,9441
3263,598,16146,9442
3264,598,16146,9443
3265,598,16146,9444
3266,598,16159,9446
3267,598,16178,9448
3268,598,16178,9450
3269,598,16178,9451
3270,598,16201,9452
3271,598,16201,9453
3272,598,16213,9454
3273,598,16233,9455
3274,598,16233,9456
3275,598,16241,9457
3276,598,16258,9458
3277,598,16258,9459
3278,598,16258,9460
3279,599,16258,9461
3280,599,16279,9462
3281,599,16279,9463
3282,599,16280,9464
3283,600,16280,9465
3284,600,16285,9466
3285,601,16285,9467
3286,602,16285,9468
3287,603,16285,9469
3288,604,16285,9470
3289,604,16285,9471
3290,604,16305,9472
3291,605,16305,9473
3292,605,16305,9474
3293,605,16324,9476
3294,605,16346,9478
3295,606,16346,9480
3296,607,16346,9482
3297,608,16346,9484
3298,609,16346,9486
3299,610,16346,9488
3300,611,16346,9490
3301,612,16346,9492
3302,613,16346,9494
3303,613,16346,9495
3304,613,16359,9497
3305,614,16359,9499
3306,614,16359,9501
3307,615,16359,9503
3308,616,16359,9505
3309,616,16359,9506
3310,616,16378,9508
3311,617,16378,9510
3312,617,16378,9512
3313,618,16378,9514
3314,618,16401,9517
3315,619,16401,9520
3316,620,16401,9523
3317,621,16401,9526
3318,622,16401,9529
3319,622,16406,9532
3320,623,16406,9535
3321,623,16406,9538
3322,624,16406,9541
3323,625,16406,9544
3324,625,16406,9546
3325,625,16419,9548
3326,625,16419,9550
3327,625,16429,9552
3328,626,16429,9554
3329,626,16429,9555
3330,626,16429,9556
3331,627,16429,9557
3332,627,16446,9559
3333,627,16446,9561
3334,627,16454,9563
3335,627,16477,9566
3336,628,16477,9569
3337,629,16477,9572
3338,629,16477,9575
3339,629,16493,9578
3340,629,16507,9581
3341,630,16507,9584
3342,631,16507,9587
3343,632,16507,9590
3344,633,16507,9593
3345,633,16507,9596
3346,634,16507,9599
3347,635,16507,9602
3348,636,16507,9605
3349,637,16507,9608
3350,638,16507,9611
3351,639,16507,9614
3352,640,16507,9617
3353,640,16512,9621
3354,640,16512,9625
3355,641,16512,9629
3356,642,16512,9633
3357,643,16512,9637
3358,643,16512,9641
3359,643,16512,9645
3360,644,16512,9649
3361,645,16512,9653
3362,645,16513,9658
3363,646,16513,9663
3364,647,16513,9668
3365,648,16513,9673
3366,649,16513,9678
3367,649,16513,9681
3368,649,16532,9684
3369,649,16552,9687
3370,650,16552,9690
3371,650,16552,9693
3372,650,16565,9697
3373,651,16565,9701
3374,652,16565,9705
3375,653,16565,9709
3376,654,16565,9713
3377,654,16565,9717
3378,654,16565,9720
3379,654,16590,9724
3380,654,16594,9728
3381,654,16617,9732
3382,655,16617,9736
3383,656,16617,9740
3384,656,16617,9743
3385,656,16642,9746
3386,657,16642,9749
3387,657,16642,9752
3388,657,16642,9755
3389,658,16642,9758
3390,658,16651,9761
3391,658,16667,9765
3392,658,16694,9770
3393,658,16694,9774
3394,658,16721,9779
3395,658,16721,9784
3396,658,16731,9790
3397,659,16731,9796
3398,659,16731,9802
3399,659,16756,9808
3400,659,16756,9814
3401,659,16756,9820
3402,660,16756,9826
3403,661,16756,9832
3404,662,16756,9838
3405,662,16756,9843
3406,662,16780,9848
3407,662,16780,9852
3408,662,16799,9857
3409,662,16799,9862
3410,662,16815,9867
3411,662,16815,9872
3412,662,16815,9877
3413,662,16831,9882
3414,662,16831,9886
3415,662,16837,9890
3416,662,16853,9894
3417,662,16853,9898
3418,662,16853,9901
3419,662,16873,9905
3420,662,16873,9908
3421,662,16873,9911
3422,662,16879,9914
3423,662,16879,9916
3424,662,16879,9918
3425,662,16879,9919
3426,662,16886,9921
3427,662,16886,9923
3428,662,16897,9926
3429,662,16917,9929
3430,662,16941,9933
3431,662,16943,9937
3432,662,16946,9942
3433,662,16946,9946
3434,662,16946,9950
3435,662,16966,9955
3436,662,16983,9960
3437,662,16983,9965
3438,662,16983,9969
3439,662,17007,9973
3440,663,17007,9977
3441,663,17007,9981
3442,663,17025,9985
3443,664,17025,9989
3444,664,17025,9992
3445,664,17025,9994
3446,665,17025,9996
3447,665,17027,9998
3448,665,17027,10000
3449,665,17027,10002
3450,665,17027,10004
3451,665,17050,10006
3452,665,17069,10009
3453,665,17069,10012
3454,666,17069,10015
3455,666,17082,10018
3456,666,17096,10021
3457,666,17096,10024
3458,666,17096,10026
3459,666,17096,10027
3460,666,17096,10028
3461,666,17096,10029
3462,666,17102,10030
3463,666,17106,10031
3464,666,17119,10032
3465,666,17119,10033
3466,666,17119,10034
3467,666,17119,10035
3468,666,17135,10036
3469,666,17140,10037
3470,666,17140,10038
3471,666,17140,10039
3472,666,17157,10041
3473,666,17157,10043
3474,666,17157,10045
3475,666,17178,10047
3476,666,17178,10048
3477,666,17178,10049
3478,666,17185,10050
3479,666,17187,10051
3480,666,17203,10052
3481,666,17206,10054
3482,666,17212,10056
3483,666,17219,10058
3484,666,17219,10060
3485,666,17219,10062
3486,666,17239,10064
3487,666,17239,10066
3488,667,17239,10068
3489,667,17251,10070
3490,668,17251,10072
3491,669,17251,10074
3492,669,17251,10076
3493,669,17251,10078
3494,669,17251,10079
3495,669,17252,10081
3496,669,17261,10084
3497,669,17284,10088
3498,669,17300,10092
3499,669,17317,10096
3500,669,17317,10099
3501,669,17317,10101
3502,669,17321,10103
3503,669,17321,10105
3504,669,17334,10107
3505,669,17334,10109
3506,669,17335,10112
3507,669,17335,10115
3508,669,17335,10118
3509,669,17354,10121
3510,669,17367,10124
3511,669,17367,10127
3512,669,17367,10130
3513,669,17373,10133
3514,669,17391,10136
3515,670,17391,10139
3516,670,17405,10142
3517,670,17424,10145
3518,670,17424,10148
3519,670,17428,10151
3520,671,17428,10154
3521,671,17428,10157
3522,672,17428,10160
3523,672,17428,10162
3524,672,17428,10164
3525,672,17428,10166
3526,672,17445,10168
3527,673,17445,10170
3528,673,17450,10173
3529,674,17450,10176
3530,675,17450,10179
3531,675,17450,10181
3532,675,17452,10183
3533,676,17452,10185
3534,676,17452,10187
3535,676,17452,10189
3536,676,17455,10191
3537,676,17459,10193
3538,676,17467,10195
3539,676,17467,10197
3540,677,17467,10199
3541,677,17467,10201
3542,677,17476,10203
3543,677,17476,10205
3544,677,17497,10207
3545,677,17519,10210
3546,677,17519,10213
3547,677,17522,10217
3548,677,17535,10221
3549,677,17552,10225
3550,677,17566,10230
3551,677,17566,10235
3552,677,17566,10240
3553,677,17577,10246
3554,678,17577,10252
3555,678,17577,10256
3556,678,17597,10260
3557,678,17625,10265
3558,679,17625,10270
3559,680,17625,10275
3560,681,17625,10280
3561,681,17650,10285
3562,682,17650,10290
3563,683,17650,10295
3564,684,17650,10300
3565,685,17650,10305
3566,686,17650,10310
3567,687,17650,10315
3568,687,17650,10319
3569,687,17654,10324
3570,687,17654,10329
3571,687,17654,10334
3572,687,17672,10340
3573,688,17672,10346
3574,688,17674,10352
3575,688,17674,10358
3576,689,17674,10364
3577,689,17674,10370
3578,689,17674,10375
3579,689,17674,10379
3580,689,17674,10383
3581,689,17677,10387
3582,689,17677,10391
3583,689,17677,10395
3584,689,17677,10399
3585,689,17701,10403
3586,689,17701,10406
3587,689,17701,10408
3588,689,17701,10410
3589,689,17716,10413
3590,689,17740,10416
3591,689,17740,10419
3592,689,17752,10422
3593,689,17752,10425
3594,689,17752,10427
3595,689,17753,10429
3596,689,17757,10431
3597,689,17757,10433
3598,689,17776,10436
3599,689,17776,10439
3600,689,17781,10442
3601,689,17781,10445
3602,689,17798,10448
3603,689,17799,10451
3604,689,17799,10454
3605,689,17799,10457
3606,689,17799,10459
3607,689,17799,10461
3608,689,17814,10463
3609,689,17814,10464
3610,689,17817,10466
3611,689,17817,10467
3612,689,17829,10469
3613,689,17829,10471
3614,689,17833,10474
3615,689,17842,10477
3616,689,17852,10480
3617,689,17874,10483
3618,689,17894,10487
3619,690,17894,10491
3620,691,17894,10495
3621,691,17894,10498
3622,691,17909,10501
3623,691,17925,10505
3624,691,17925,10509
3625,691,17925,10512
3626,691,17925,10513
3627,691,17933,10514
3628,691,17938,10516
3629,691,17958,10519
3630,692,17958,10522
3631,693,17958,10525
3632,694,17958,10528
3633,695,17958,10531
3634,696,17958,10534
3635,697,17958,10537
3636,698,17958,10540
3637,698,17958,10542
3638,698,17979,10544
3639,699,17979,10546
3640,699,17979,10548
3641,699,17979,10550
3642,700,17979,10552
3643,700,17979,10554
3644,700,18000,10556
3645,700,18000,10558
3646,700,18002,10560
3647,700,18014,10562
3648,700,18027,10564
3649,701,18027,10566
3650,702,18027,10568
3651,702,18027,10569
3652,702,18043,10570
3653,702,18043,10571
3654,702,18046,10572
3655,702,18046,10573
3656,702,18050,10574
3657,702,18068,10575
3658,702,18078,10577
3659,702,18078,10579
3660,703,18078,10581
3661,704,18078,10583
3662,705,18078,10585
3663,705,18096,10587
3664,705,18096,10589
3665,705,18096,10590
3666,705,18096,10590
3667,705,18102,10591
3668,706,18102,10592
3669,706,18104,10593
3670,706,18115,10595
3671,707,18115,10597
3672,708,18115,10599
3673,709,18115,10601
3674,710,18115,10603
3675,711,18115,10605
3676,711,18115,10607
3677,711,18115,10609
3678,711,18139,10611
3679,711,18139,10613
3680,711,18153,10616
3681,711,18153,10619
3682,712,18153,10622
3683,712,18153,10625
3684,712,18174,10628
3685,712,18174,10630
3686,712,18174,10632
3687,712,18180,10635
3688,712,18182,10638
3689,712,18182,10640
3690,713,18182,10642
3691,714,18182,10644
3692,715,18182,10646
3693,716,18182,10648
3694,716,18182,10650
3695,716,18193,10652
3696,716,18196,10655
3697,716,18196,10657
3698,716,18213,10659
3699,717,18213,10661
3700,717,18216,10663
3701,718,18216,10665
3702,719,18216,10667
3703,720,18216,10669
3704,720,18216,10671
3705,720,18216,10673
3706,720,18227,10675
3707,721,18227,10677
3708,721,18227,10678
3709,721,18227,10679
3710,721,18239,10680
3711,722,18239,10681
3712,722,18249,10683
3713,722,18249,10685
3714,723,18249,10687
3715,723,18264,10689
3716,723,18264,10691
3717,723,18264,10693
3718,723,18279,10696
3719,723,18279,10698
3720,723,18279,10699
3721,723,18279,10700
3722,723,18296,10701
3723,723,18316,10702
3724,723,18334,10703
3725,724,18334,10704
3726,724,18334,10705
3727,724,18334,10706
3728,724,18348,10707
3729,724,18359,10709
3730,724,18360,10711
3731,724,18376,10713
3732,725,18376,10715
3733,726,18376,10717
3734,727,18376,10719
3735,728,18376,10721
3736,729,18376,10723
3737,730,18376,10725
3738,730,18376,10727
3739,730,18376,10729
3740,731,18376,10731
3741,732,18376,10733
3742,733,18376,10735
3743,733,18376,10737
3744,733,18386,10740
3745,733,18405,10744
3746,733,18420,10748
3747,734,18420,10752
3748,734,18436,10757
3749,735,18436,10762
3750,735,18436,10767
3751,735,18439,10772
3752,736,18439,10777
3753,736,18439,10782
3754,736,18465,10787
3755,737,18465,10792
3756,738,18465,10797
3757,739,18465,10802
3758,740,18465,10807
3759,741,18465,10812
3760,741,18465,10817
3761,741,18465,10822
3762,741,18465,10826
3763,742,18465,10830
3764,742,18470,10835
3765,743,18470,10840
3766,744,18470,10845
3767,744,18470,10850
3768,744,18490,10855
3769,744,18490,10860
3770,744,18514,10865
3771,744,18539,10871
3772,744,18556,10878
3773,745,18556,10885
3774,746,18556,10892
3775,747,18556,10899
3776,748,18556,10906
3777,748,18556,10913
3778,749,18556,10920
3779,749,18556,10926
3780,749,18556,10932
3781,749,18556,10937
3782,749,18556,10941
3783,749,18572,10946
3784,749,18572,10949
3785,749,18572,10952
3786,750,18572,10955
3787,750,18582,10958
3788,750,18582,10961
3789,750,18582,10964
3790,750,18582,10965
3791,750,18591,10966
3792,750,18591,10967
3793,750,18608,10968
3794,750,18608,10968
3795,750,18608,10968
3796,750,18623,10969
3797,750,18623,10970
3798,750,18633,10972
3799,750,18637,10974
3800,750,18637,10975
3801,750,18637,10975
3802,750,18651,10975
3803,750,18653,10975
3804,750,18653,10975
3805,750,18653,10975
3806,750,18653,10975
3807,750,18653,10975
3808,750,18670,10976
3809,750,18670,10977
3810,750,18674,10978
3811,750,18683,10979
3812,750,18683,10980
3813,750,18696,10981
3814,750,18701,10983
3815,750,18703,10985
3816,750,18706,10988
3817,750,18706,10991
3818,750,18716,10994
3819,750,18729,10997
3820,750,18729,11000
3821,750,18743,11003
3822,750,18758,11006
3823,750,18758,11009
3824,750,18774,11012
3825,751,18774,11015
3826,752,18774,11018
3827,752,18774,11021
3828,752,18790,11024
3829,752,18790,11027
3830,752,18805,11030
3831,752,18805,11033
3832,752,18825,11037
3833,752,18836,11042
3834,752,18836,11047
3835,753,18836,11052
3836,753,18836,11057
3837,753,18836,11061
3838,753,18852,11066
3839,753,18852,11071
3840,753,18858,11077
3841,753,18858,11083
3842,753,18867,11089
3843,753,18867,11094
3844,753,18867,11098
3845,753,18882,11102
3846,753,18882,11105
3847,753,18903,11108
3848,753,18903,11110
3849,753,18903,11112
3850,753,18903,11114
3851,753,18911,11117
3852,753,18911,11120
3853,753,18931,11124
3854,753,18947,11128
3855,753,18947,11132
3856,753,18947,11136
3857,753,18947,11139
3858,753,18958,11142
3859,753,18958,11145
3860,753,18958,11148
3861,753,18970,11152
3862,753,18973,11156
3863,753,18973,11159
3864,753,18986,11163
3865,753,19003,11168
3866,753,19004,11173
3867,753,19004,11176
3868,753,19004,11179
3869,753,19004,11182
3870,753,19004,11185
3871,753,19005,11188
3872,753,19007,11191
3873,753,19010,11194
3874,753,19014,11197
3875,753,19014,11200
3876,753,19024,11203
3877,753,19024,11206
3878,753,19031,11210
3879,753,19031,11214
3880,753,19033,11219
3881,753,19048,11224
3882,753,19048,11229
3883,753,19048,11233
3884,753,19069,11238
3885,753,19082,11243
3886,753,19088,11249
3887,753,19103,11255
3888,753,19103,11261
3889,753,19115,11267
3890,754,19115,11273
3891,754,19115,11277
3892,754,19133,11282
3893,754,19146,11288
3894,754,19172,11294
3895,754,19172,11299
3896,754,19172,11304
3897,754,19172,11309
3898,754,19181,11314
3899,754,19181,11319
3900,754,19207,11324
3901,754,19216,11330
3902,754,19216,11335
3903,754,19225,11341
3904,754,19242,11347
3905,754,19254,11354
3906,754,19254,11361
3907,755,19254,11368
3908,755,19273,11376
3909,755,19303,11384
3910,755,19303,11391
3911,755,19303,11396
3912,755,19303,11400
3913,755,19312,11404
3914,755,19333,11408
3915,755,19351,11412
3916,756,19351,11416
3917,757,19351,11420
3918,758,19351,11424
3919,758,19373,11428
3920,759,19373,11432
3921,759,19373,11435
3922,759,19373,11437
3923,760,19373,11439
3924,760,19373,11441
3925,760,19373,11443
3926,761,19373,11445
3927,761,19373,11447
3928,761,19393,11449
3929,761,19393,11451
3930,761,19396,11453
3931,762,19396,11455
3932,762,19396,11457
3933,763,19396,11459
3934,764,19396,11461
3935,765,19396,11463
3936,765,19396,11465
3937,765,19410,11467
3938,765,19415,11470
3939,765,19416,11473
3940,765,19416,11476
3941,765,19416,11479
3942,765,19417,11482
3943,766,19417,11485
3944,767,19417,11488
3945,767,19417,11491
3946,767,19417,11494
3947,768,19417,11497
3948,769,19417,11500
3949,770,19417,11503
3950,770,19442,11506
3951,770,19442,11509
3952,770,19442,11512
3953,771,19442,11515
3954,771,19443,11518
3955,771,19459,11521
3956,771,19459,11524
3957,771,19462,11527
3958,771,19487,11530
3959,771,19487,11533
3960,771,19487,11536
3961,771,19508,11540
3962,771,19508,11544
3963,771,19508,11548
3964,771,19508,11552
3965,771,19516,11556
3966,771,19516,11559
3967,771,19529,11562
3968,771,19529,11564
3969,771,19529,11566
3970,771,19529,11568
3971,771,19529,11570
3972,771,19531,11572
3973,771,19538,11574
3974,771,19546,11577
3975,771,19551,11581
3976,771,19568,11585
3977,771,19586,11589
3978,772,19586,11593
3979,772,19589,11597
3980,772,19589,11601
3981,772,19589,11605
3982,772,19589,11609
3983,772,19608,11613
3984,773,19608,11617
3985,773,19631,11621
3986,773,19646,11625
3987,773,19647,11630
3988,773,19647,11634
3989,773,19647,11637
3990,773,19649,11641
3991,774,19649,11645
3992,774,19649,11649
3993,774,19649,11652
3994,774,19652,11655
3995,774,19668,11659
3996,774,19681,11664
3997,775,19681,11669
3998,775,19685,11674
3999,776,19685,11679
4000,777,19685,11684
4001,777,19685,11688
4002,777,19685,11691
4003,777,19685,11694
4004,777,19685,11696
4005,777,19700,11699
4006,777,19724,11703
4007,777,19724,11707
4008,777,19734,11711
4009,777,19745,11716
4010,777,19745,11721
4011,777,19759,11726
4012,777,19759,11731
4013,777,19759,11735
4014,777,19759,11739
4015,777,19759,11742
4016,777,19760,11745
4017,777,19765,11748
4018,777,19765,11751
4019,777,19765,11754
4020,777,19777,11757
4021,777,19777,11759
4022,777,19787,11761
4023,777,19787,11763
4024,777,19803,11765
4025,777,19817,11768
4026,778,19817,11771
4027,778,19829,11775
4028,778,19829,11779
4029,779,19829,11783
4030,779,19829,11787
4031,779,19829,11790
4032,779,19843,11793
4033,779,19843,11796
4034,779,19859,11799
4035,779,19859,11802
4036,779,19864,11805
4037,779,19870,11809
4038,779,19872,11813
4039,779,19872,11817
4040,779,19872,11821
4041,779,19875,11826
4042,779,19875,11830
4043,779,19875,11833
4044,779,19880,11836
4045,779,19887,11839
4046,779,19887,11841
4047,780,19887,11843
4048,780,19887,11845
4049,780,19887,11847
4050,780,19896,11850
4051,780,19896,11853
4052,780,19915,11857
4053,780,19930,11861
4054,780,19946,11866
4055,780,19949,11872
4056,780,19949,11877
4057,780,19960,11882
4058,781,19960,11887
4059,781,19960,11892
4060,781,19971,11898
4061,781,19972,11905
4062,782,19972,11912
4063,783,19972,11919
4064,784,19972,11926
4065,784,19972,11933
4066,784,19972,11940
4067,784,19993,11948
4068,784,20010,11956
4069,785,20010,11964
4070,785,20010,11972
4071,786,20010,11980
4072,787,20010,11988
4073,788,20010,11996
4074,789,20010,12004
4075,790,20010,12012
4076,791,20010,12020
4077,791,20020,12029
4078,791,20020,12036
4079,792,20020,12043
4080,792,20020,12049
4081,792,20037,12055
4082,792,20051,12062
4083,793,20051,12069
4084,794,20051,12076
4085,795,20051,12083
4086,796,20051,12090
4087,797,20051,12097
4088,797,20051,12103
4089,797,20051,12108
4090,797,20064,12113
4091,798,20064,12118
4092,799,20064,12123
4093,799,20064,12128
4094,799,20064,12132
4095,800,20064,12136
4096,800,20065,12140
4097,800,20065,12144
4098,800,20081,12149
4099,800,20081,12154
4100,800,20081,12158
4101,800,20081,12161
4102,800,20081,12163
4103,800,20085,12166
4104,800,20098,12169
4105,800,20098,12171
